,CNTRYID,CNT,CNTSCHID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,LANGTEST,SC001Q01TA,SC013Q01TA,SC016Q01TA,SC016Q02TA,SC016Q03TA,SC016Q04TA,SC017Q01NA,SC017Q02NA,SC017Q03NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q08NA,SC161Q01SA,SC161Q02SA,SC161Q03SA,SC161Q04SA,SC161Q05SA,SC162Q01SA,SC155Q01HA,SC155Q02HA,SC155Q03HA,SC155Q04HA,SC155Q05HA,SC155Q06HA,SC155Q07HA,SC155Q08HA,SC155Q09HA,SC155Q10HA,SC155Q11HA,SC156Q01HA,SC156Q02HA,SC156Q03HA,SC156Q04HA,SC156Q05HA,SC156Q06HA,SC156Q07HA,SC156Q08HA,SC011Q01TA,SC012Q01TA,SC012Q02TA,SC012Q03TA,SC012Q04TA,SC012Q05TA,SC012Q06TA,SC012Q07TA,SC042Q01TA,SC042Q02TA,SC154Q01HA,SC154Q02WA,SC154Q03WA,SC154Q04WA,SC154Q05WA,SC154Q06WA,SC154Q07WA,SC154Q08WA,SC154Q09HA,SC154Q10WA,SC154Q11HA,SC036Q01TA,SC036Q02TA,SC036Q03NA,SC037Q01TA,SC037Q02TA,SC037Q03TA,SC037Q04TA,SC037Q05NA,SC037Q06NA,SC037Q07TA,SC037Q08TA,SC037Q09TA,SC037Q10NA,SC165Q01HA,SC165Q02HA,SC165Q03HA,SC165Q04HA,SC165Q05HA,SC165Q06HA,SC165Q07HA,SC165Q08HA,SC165Q09HA,SC165Q10HA,SC166Q02HA,SC166Q03HA,SC166Q05HA,SC166Q06HA,SC167Q01HA,SC167Q02HA,SC167Q03HA,SC167Q04HA,SC167Q05HA,SC167Q06HA,SC158Q01HA,SC158Q02HA,SC158Q04HA,SC158Q07HA,SC158Q08HA,SC158Q09HA,SC158Q12HA,SC061Q01TA,SC061Q02TA,SC061Q03TA,SC061Q04TA,SC061Q05TA,SC061Q11HA,SC061Q06TA,SC061Q07TA,SC061Q08TA,SC061Q09TA,SC061Q10TA,SC002Q01TA,SC002Q02TA,SC048Q01NA,SC048Q02NA,SC048Q03NA,SC004Q01TA,SC004Q02TA,SC004Q03TA,SC004Q04NA,SC004Q05NA,SC004Q06NA,SC004Q07NA,SC018Q01TA01,SC018Q01TA02,SC018Q02TA01,SC018Q02TA02,SC018Q05NA01,SC018Q05NA02,SC018Q06NA01,SC018Q06NA02,SC018Q07NA01,SC018Q07NA02,SC025Q01NA,SC159Q01HA,SC003Q01TA,SC053Q01TA,SC053Q02TA,SC053Q03TA,SC053Q04TA,SC053Q12IA,SC053Q13IA,SC053Q09TA,SC053Q10TA,SC053Q14IA,SC053Q15IA,SC053Q16IA,SC053D11TA,SC150Q01IA,SC150Q02IA,SC150Q03IA,SC150Q04IA,SC150Q05IA,SC164Q01HA,SC064Q01TA,SC064Q02TA,SC064Q03TA,SC064Q04NA,SC152Q01HA,SC160Q01WA,SC052Q01NA,SC052Q02NA,SC052Q03HA,PRIVATESCH,SCHLTYPE,STRATIO,SCHSIZE,RATCMP1,RATCMP2,TOTAT,PROATCE,PROAT5AB,PROAT5AM,PROAT6,CLSIZE,CREACTIV,EDUSHORT,STAFFSHORT,STUBEHA,TEACHBEHA,SCMCEG,W_SCHGRNRABWT,W_FSTUWT_SCH_SUM,SENWT,VER_DAT,BOOKID
7507,276.0,DEU,27600056.0,07MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999999,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,70.90022,508.12005,27.17086,  29APR19:09:28:53,
7508,276.0,DEU,27600057.0,07MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999999,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,,,,27.87772,2877.80928,10.68349,  29APR19:09:28:53,
7509,276.0,DEU,27600058.0,07MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,1.0,95.0,,5.0,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,498.0,431.0,11.0,5.0,20.0,171.0,100.0,100.0,40.0,1.0,25.0,5.0,34.0,38.0,,0.0,0.0,5.0,34.0,33.0,2.0,0.0,100.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,276002,1.0,1.0,2.0,2.0,2.0,,71.0,32.0,25.0,33.0,1.0,2.0,1.0,1.0,1.0,missing,3.0,17.5283,929.0,0.5848,1.0,53.0,0.0,0.0472,0.9528,0.0377,28.0,3.0,1.0245,0.43,0.4147,0.8952,0.9042,23.2131,3283.23903,8.89588,  29APR19:09:28:53,
7510,276.0,DEU,27600059.0,07MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,1.0,100.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,304.0,376.0,15.0,,5.0,84.0,66.0,66.0,30.0,4.0,24.0,21.0,38.0,17.0,38.0,16.0,0.0,1.0,0.0,0.0,2.0,0.0,100.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,276002,1.0,1.0,2.0,2.0,2.0,,80.0,20.0,12.0,11.0,1.0,2.0,2.0,2.0,1.0,missing,3.0,14.6237,680.0,0.7857,1.0,46.5,0.9892,0.0108,0.0,0.043,28.0,2.0,-0.2805,-0.3163,-0.1522,0.83,0.9042,37.67895,3004.31072,14.43958,  29APR19:09:28:53,
7511,276.0,DEU,27600060.0,07MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,2.0,1.0,99.0,0.0,1.0,,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,541.0,633.0,10.0,,5.0,168.0,60.0,60.0,4.0,2.0,25.0,100.0,62.0,38.0,62.0,37.0,0.0,1.0,62.0,37.0,1.0,2.0,38.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,276002,2.0,2.0,2.0,2.0,2.0,,75.0,20.0,1.0,,1.0,3.0,2.0,2.0,2.0,missing,3.0,14.4938,1174.0,0.3571,1.0,81.0,0.9938,0.0062,0.9938,0.0247,23.0,2.0,-0.9432,0.592,-0.335,-0.0452,0.287,25.98548,3589.14595,9.95833,  29APR19:09:28:53,
7512,276.0,DEU,27600061.0,07MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,1.0,97.0,0.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,233.0,349.0,3.0,1.0,,80.0,3.0,3.0,0.0,1.0,30.0,12.0,32.0,47.0,32.0,24.0,0.0,23.0,32.0,24.0,1.0,1.0,28.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,276002,2.0,2.0,2.0,2.0,2.0,,50.0,8.0,5.0,3.0,1.0,2.0,1.0,2.0,2.0,missing,3.0,10.4865,582.0,0.0375,1.0,55.5,0.7928,0.2072,0.7928,0.027,28.0,3.0,2.1861,0.7544,-0.0956,0.9028,-0.1764,54.67284,3265.70899,20.9521,  29APR19:09:28:53,
7513,276.0,DEU,27600062.0,07MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,1.0,100.0,,,,1.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,518.0,371.0,16.0,9.0,9.0,128.0,60.0,60.0,0.0,0.0,35.0,22.0,41.0,43.0,0.0,0.0,0.0,0.0,40.0,42.0,1.0,1.0,39.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,276002,2.0,2.0,2.0,2.0,2.0,1.0,66.0,40.0,16.0,3.0,2.0,,1.0,2.0,1.0,missing,3.0,14.224,889.0,0.4688,1.0,62.5,0.0,0.0,0.976,0.024,28.0,3.0,0.0919,0.6676,0.4147,0.3498,0.3009,37.26811,3535.87889,14.28214,  29APR19:09:28:53,
7514,276.0,DEU,27600063.0,07MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,1.0,99.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,727.0,650.0,4.0,6.0,10.0,229.0,125.0,120.0,5.0,40.0,5.0,10.0,83.0,28.0,82.0,28.0,1.0,0.0,81.0,28.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,276002,1.0,,,,,1.0,10.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,missing,3.0,14.1959,1377.0,0.5459,0.96,97.0,0.9897,0.0103,0.9794,0.0309,23.0,3.0,-0.6884,0.1964,0.4651,0.3498,-0.8728,18.16938,3349.09442,6.96299,  29APR19:09:28:53,
7515,276.0,DEU,27600064.0,07MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,1.0,99.0,,1.0,,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,399.0,264.0,45.0,10.0,30.0,125.0,70.0,70.0,15.0,0.0,9.0,6.0,39.0,12.0,39.0,12.0,0.0,0.0,39.0,12.0,0.0,0.0,20.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,276002,1.0,1.0,2.0,2.0,2.0,9.0,10.0,20.0,8.0,,2.0,,1.0,1.0,2.0,missing,3.0,14.7333,663.0,0.56,1.0,45.0,1.0,0.0,1.0,0.0,23.0,3.0,0.8373,0.592,0.4147,0.9028,-0.6385,46.46032,4174.2126,17.80484,  29APR19:09:28:53,
7516,276.0,DEU,27600065.0,07MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,1.0,100.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,569.0,541.0,43.0,10.0,25.0,151.0,52.0,52.0,0.0,15.0,100.0,154.0,71.0,49.0,71.0,49.0,0.0,0.0,71.0,49.0,1.0,1.0,26.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,276002,1.0,1.0,2.0,2.0,1.0,0.0,60.0,75.0,25.0,5.0,2.0,,1.0,1.0,2.0,missing,3.0,11.623,1110.0,0.3444,1.0,95.5,1.0,0.0,1.0,0.0157,23.0,2.0,0.0655,0.9088,-0.4515,-0.0875,0.9042,26.24466,4033.41467,10.05766,  29APR19:09:28:53,
7517,276.0,DEU,27600066.0,07MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,2.0,70.0,15.0,,15.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,338.0,417.0,1.0,2.0,10.0,115.0,16.0,16.0,0.0,5.0,5.0,4.0,40.0,23.0,40.0,23.0,40.0,23.0,40.0,23.0,1.0,,20.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,276002,,,,,,,50.0,90.0,10.0,5.0,2.0,,2.0,2.0,1.0,missing,2.0,14.6602,755.0,0.1391,1.0,51.5,1.0,1.0,1.0,0.0194,28.0,3.0,0.8339,-0.7828,-0.1522,1.1913,-0.1661,32.20556,3303.55388,12.34203,  29APR19:09:28:53,
7518,276.0,DEU,27600067.0,07MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,1.0,95.0,0.0,5.0,0.0,2.0,1.0,2.0,1.0,4.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,405.0,411.0,3.0,4.0,5.0,118.0,30.0,0.0,0.0,3.0,10.0,5.0,33.0,60.0,33.0,60.0,0.0,0.0,33.0,60.0,1.0,1.0,10.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,276002,1.0,2.0,2.0,2.0,2.0,,50.0,65.0,5.0,5.0,2.0,,2.0,2.0,2.0,missing,3.0,12.9524,816.0,0.2542,0.0,63.0,1.0,0.0,1.0,0.0238,23.0,3.0,2.1432,-0.2968,0.4215,0.9977,-1.0542,39.78057,3822.12434,15.24498,  29APR19:09:28:53,
7519,276.0,DEU,27600068.0,07MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,1.0,98.0,,2.0,,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,280.0,363.0,60.0,11.0,61.0,101.0,30.0,30.0,30.0,27.0,5.0,7.0,45.0,12.0,45.0,12.0,0.0,0.0,45.0,7.0,0.0,0.0,100.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,276002,1.0,1.0,2.0,2.0,2.0,3.0,3.0,100.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,missing,3.0,12.6078,643.0,0.297,1.0,51.0,1.0,0.0,0.951,0.0,23.0,2.0,0.8006,1.2657,1.2343,-0.1791,0.9042,62.27625,2313.05081,23.86593,  29APR19:09:28:53,
7520,276.0,DEU,27600069.0,07MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,1.0,100.0,,,,4.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,238.0,252.0,90.0,11.0,90.0,100.0,55.0,55.0,15.0,6.0,5.0,5.0,48.0,9.0,48.0,9.0,0.0,0.0,48.0,9.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,276002,1.0,1.0,2.0,2.0,2.0,5.0,,,,,1.0,2.0,1.0,1.0,2.0,missing,3.0,9.3333,490.0,0.55,1.0,52.5,1.0,0.0,1.0,0.0286,23.0,3.0,0.7566,1.4552,1.5622,-0.4788,0.9042,28.38093,2719.28012,10.87633,  29APR19:09:28:53,
7521,276.0,DEU,27600070.0,07MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,2.0,1.0,100.0,,,,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,219.0,205.0,,8.0,11.0,32.0,45.0,45.0,0.0,5.0,5.0,2.0,20.0,10.0,20.0,10.0,,,20.0,10.0,,,20.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,276002,2.0,2.0,2.0,2.0,2.0,0.0,10.0,90.0,18.0,8.0,2.0,,1.0,1.0,2.0,missing,3.0,16.96,424.0,1.4063,1.0,25.0,1.0,,1.0,,18.0,2.0,0.1,0.21,-0.2859,1.1913,-1.0542,105.0875,3804.55218,40.27234,  29APR19:09:28:53,
7522,276.0,DEU,27600071.0,07MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,2.0,1.0,100.0,,,,4.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,220.0,230.0,60.0,25.0,80.0,25.0,25.0,25.0,15.0,20.0,20.0,110.0,30.0,10.0,30.0,10.0,30.0,10.0,28.0,9.0,0.0,0.0,90.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,276002,2.0,1.0,2.0,2.0,2.0,1.0,20.0,80.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,missing,3.0,12.8571,450.0,1.0,1.0,35.0,1.0,1.0,0.9286,0.0,23.0,0.0,-0.1098,2.1075,-0.335,0.3085,0.287,86.35294,2689.41838,33.09276,  29APR19:09:28:53,
